Company Name,Membership Number,Member Status,Contact Person,Company Address,Factory Address,Phone,Fax,Email,Website,Products,Detail URL
Tuan Packaging Industries,1178,Active,"Syed Redwanul Islam, Propritor","149/A, Airport Road, Baitush Saraf-Complex (5th Floor), Suite-504, Farmgate, Tejgaon, Dhaka.","Gouripur, Ashulia, Savar, Dhaka","8129676, 01711567740",9117928,"redwan@tuangroup.net, rintotuangroup@gmail.com",,"Carton, Master Carton, Inner Carton, Coller Insert, Coller Stry, Butterfly, Tissue Paper, Gum Tape, Paper Interlining, Fudge, Interlining.",https://www.bgapmea.org/index.php/member/member_details/813
HRM Manufacturing Ltd.,1587,Active,"Md. Monirul Islam , Managing Director","Block-B, Hyderabad, Pubail, Gazipur","Block-B, Hyderabad, Pubail, Gazipur",01710289220,,hrmmanufacturing.bd@gmail.com,,"Waxing Box, Back Board, Neck Board, Photo Inlay, Hand Tag, Label, Coller Insert, Butterfly, Sewing Thread, Twill Tape etc.",https://www.bgapmea.org/index.php/member/member_details/1217
Mawla Printing & Packaging,441,Active,"Md. Afzalul Alam, Proprietor","48/9, R.K. Mission Road, Sutrapur, Wari, Dhaka-1203","Bhuighar, (CS Dag No. 189, SA Dag No. 264), Fatullah, Narayanganj","9511464, 9511465",,"mawlashohraf@gmail.com, afzalul.alam@yahoo.com",,"Corrugated Carton, Back Board, Neck Board, Collar Bane, Bar Code, Hang Tag, Size Tag, Tissue Paper etc.",https://www.bgapmea.org/index.php/member/member_details/426
Sazid Accessories Company,1630,Active,"Mr. Shahin Reza, Proprietor","House # 57, Road # 15, Sector # 14, Uttara, Dhaka","Palerpara, South Salna, Chandana, Gazipur Sadar, Gazipur","9204300, 01730446300",,info@sazidbd.com,www.sazidbd.com,"Poly Bag, Printed Label, Carton Box, Back Board, Neck Board.",https://www.bgapmea.org/index.php/member/member_details/1277
V-Teac Packaging Inds. (Pvt) Ltd.,65,Active,"Mohammed Bakhtiar, Managing Director","RS # 1001, Kutubpur, Fatullah, Narayanganj","RS # 1001, Kutubpur, Fatullah, Narayanganj","7630489, 01613229704",7644168,info@v-teac.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/845
Western Excellent Fashion Accessories Ltd.,1376,Active,"Md. Imam Hossain , Chairman","707, North Bhuigor, Fatullah, Narayangonj","707, North Bhuigor, Narayangonj","01913-616769, 01925833538, 01713628876",9350025,wefa707@yahoo.com,,"Crochet Elastic, Needle Loomtap, Draw Cord",https://www.bgapmea.org/index.php/member/member_details/999
Unique Trims Industries Ltd.,1308,Active,"Md. Wahiduzzaman, Managing Director","49/1, Purana Paltan Lane (4th Floor), Dhaka","359, West Shaildube, Kashimpur, Gazipur","9359825, 01678308831",9359825,"office.unique924@gmail.com, office.supremestitch@gmail.com",,"Corrugated Carton, Poly Bag, Hanger Sewing Thread, Back Board, Neck Board",https://www.bgapmea.org/index.php/member/member_details/943
Lunali Printing & Packaging Ltd.,1188,Active,"Nurul Amin Islam (Nazim), Managing Director","Tilabari, Ekuria, South Keranigonj, Dhaka","Tilabari, Ekuria, South Keranigonj, Dhaka","7191009, 01913679613",7192632,nazim6917@gmail.com,,"Photo Card, Back Board, Hang Tag, Poly Sticker, Print Label",https://www.bgapmea.org/index.php/member/member_details/394
Zannat Packaging & Accessories,1699,Active,"Mr. Md. Mukhlesur Rahman, Proprietor","43/15, Sabuj Kanan, Basabo, Sabuj Bagh, Dhaka-1214","57, Dallas City, Mujarmill (Near DEPZ), Kashimpur, Gazipur",01711646274,,"mukhlesurrahman20@yahoo.com, jannat.packaging19@gmail.com",,"Master Carton, Neck Board, Back Board etc.",https://www.bgapmea.org/index.php/member/member_details/1317
Kinsman Sourcing Ltd.,1544,Active,"M. M. Aminur Rahman , Managing Director","House# 37 ( 4th Floor), Gausul Azam Avenue, Sec#14, Uttara, Dhaka.","Zogitola, P.O. : B.R.R.I, Gazipur Sadar, Gazipur.",8932620,8932620,moshequr96@gmail.com,,"PP, PE, PVC, LDPE, Resing Poly Bag, Offset Printing, Printing Label, Gum Tape, Plate Film",https://www.bgapmea.org/index.php/member/member_details/1175
Khan Wears Accessories,1798,Active,"Md. Mosharaf Hossain Khan, Proprietor","Red Crescent Bhaban, Level-08, 61, Motijheel C/A, Dhaka-1000","16, Paity Main Road, Demra, Dhaka-1362",01710852002,,khanwearsaccessories@gmail.com,,"Elastic, Non-Elastic Tape, Twil Tape, Lase Belt, Elastic Belt",https://www.bgapmea.org/index.php/member/member_details/1437
Talon Zippers Bangladesh Limited.,2054,Active,"Shahid Ahmed Khan, Director","Nigar Plaza, Suite-4D, House # 32B, Road # 02, Sector-03, Uttara, Dhaka-1230","Dautia, Kalampur, Dhamrai, Dhaka-1351",01611110470,,shahid@talonzipper.com,,Zipper,https://www.bgapmea.org/index.php/member/member_details/1679
Amann Bangladesh Ltd.,1695,Active,"Md. Rokonuzzaman, Managing Director","Civil Sarwar Complex (2nd, 3rd & 4th floor), Plot # 42/A, Road # 17, Sector # 14, Uttara, Dhaka-1230","Plot # RS 2497-98, Tapirbari, Tengra, Mawna, Sreepur, Gazipur","791493436, 01777752302",,rokon.zaman@amann.com,www.amann.com,High quality sewing thread,https://www.bgapmea.org/index.php/member/member_details/1316
Turjo Tex Limited.,2106,Active,"T. M. Hafizur Rahman, Managing Director","Bortapara, Piruzali, Alimpara. Monipur, Joydebpur, Gazipur-1703","Bortapara, Piruzali, Alimpara. Monipur, Joydebpur, Gazipur-1703",01713453556,,babu@turjotex.net,,"Elastic, Non-Elastic, Twill Tape, Drawstring etc.",https://www.bgapmea.org/index.php/member/member_details/1728
Poly Corr Packaging,1072,Active,"Ashfaque Ahmed, Managing Partner","235/B, Tejgaon I/A, Dhaka","Bariderchala, House # 72/1, Ward # 7, Sreepur Pouroshova, Gazipur","8837616, 01711521093",9856608,ashfaque@urmigroup.net,,Corrugated Carton,https://www.bgapmea.org/index.php/member/member_details/567
4 Emeralds Accessories Ltd.,1949,Active,"Mohammad Jahir Uddin, Director","295, Nasirabad I/Area, Polytechnic Circle, Bayazid Bostami Road, Chattogram","Haji Raja Meah Yard, Bara Dighir Par, Chikandandi, Hathazari, Chattogram","01765888825, 01819317451",,4emeralds.accessories@gmail.com,,"Poly Bag, Carton, Hanger, Gum Tape, Photo in lay, Barcode, Size Tag, Price Tag, Hang Tag, Back Board",https://www.bgapmea.org/index.php/member/member_details/1595
Fair Ad Bangladesh,1661,Active,"Md. Mamunur Rashid , Proprietor","House No.6/2, Road No-02, Block# B, Dhorengartek, Nishat Nagar, Turag Dhaka","House No.6/2, Road No-02, Block# B, Dhorengartek, Nishat Nagar, Turag Dhaka",01713453422,,fairadbangladesh@gmail.com,,Printing & Packaging,https://www.bgapmea.org/index.php/member/member_details/1262
Ayman Printing & Packing Ltd.,1614,Active,"Mohammad Sazzadur Rahman , Managing Director","House # 71, Road #17, Sector # 11, Uttara Model Town, Uttara, Dhaka","Bhonkharia, Vitpara, Prahladpur, Sreepur, Gazipur",01816309260,,sazzad.mrc@gmail.com,,"Paper, Garments Hangtag, Price Tag, Caleder Books",https://www.bgapmea.org/index.php/member/member_details/1289
D. M. Packaging Ltd.,1783,Active,"David Bala, Managing Director","Vill: Barigaon, Post : Dhamrai, Dhaka-1350","Vill: Barigaon, Post : Dhamrai, Dhaka-1350",01779944348,,westerndf@gmail.com,,"Paper Bag, Paper Tag & all kinds of Garments Accessories",https://www.bgapmea.org/index.php/member/member_details/1452
Ripon Packaging Ind. (Pvt.) Ltd.,773,Active,"Md. Faruk Hossain, Managing Director","House # 29, Road # 17, Block-E, Banani, Dhaka-1213","Jarun, Konabari, Gazipur","9861229, 9297114, 9297175, 01711452355",9298903,"faruk@ripongroupbd.com, info@ripongroupbd.com",,"Corrugated Carton, Back Board, Neck Board, Thread, Poly Bag, Hanger, Label, Sewing Thread",https://www.bgapmea.org/index.php/member/member_details/643
Blazon Tex International Limited,1863,Active,"Mohammad Razaul Hoque, Managing Director","Holding # H-386/3, Ward # 13, Kamar Basulia, Itahata, Basan, Gazipur","Holding # H-386/3, Ward # 13, Kamar Basulia, Itahata, Basan, Gazipur",01730056073,,shohel@blazontex.com,www.blazontex.com,"Offset Printing, Backboard, Neckboard, Label printing, Elastic, Non-Elastic, Drawsting",https://www.bgapmea.org/index.php/member/member_details/1497
Easy Accessories Company Limited,1226,Active,"Mr. M.A Motin, Managing Director","Plot # 13, Road # 10, Block-J, Eastern Housing Pallabi, Mirpur, Dhaka.","Plot # 13, Road # 10, Block-J, Eastern Housing Pallabi, Mirpur, Dhaka.",8061208,8061208,,,"Sewing Thread, Elastic/Non Elastic Band.",https://www.bgapmea.org/index.php/member/member_details/192
Green Pac (BD.) Ltd.,1327,Active,"Mohammad Abdullah Al Mamun , Managing Director","House # 4/A/1 (3rd Floor), Road # 2, Gulshan-1, Dhaka-1212","Durgapur, Boro Rampura, Zirabo, Ashulia, Savar, Dhaka","01707010987, 01819483978",,"info@greenpacltd.com, mamun.greenpacbd@gmail.com, mamun@greenpacltd.com",,"Elastic, Draw Cord, Twill Tape",https://www.bgapmea.org/index.php/member/member_details/962
Heritage Interlinings Ltd.,1217,Active,"Mr. Md. Hasan Karim, Chairman & Managing Director","295/Ja/4, Rayer Bazar, Dhaka","Horindhara, Hemayetpur, Savar, Dhaka","9146098, 8129566, 01713006742",58152168,"hasan@heritageinterlining.com, akhter@qualityapparels.com",www.heritageinterliningbd.com,Various types of Interlining,https://www.bgapmea.org/index.php/member/member_details/291
Orbitex Accessories Ltd.,1530,Active,"Mr. Md. Akibul Khan , Managing Director","24/24 Shajada Mia Lain, Badamtoli, Kotowali, Dhaka.",": Hiron Tower, Uttar Gazir Chat (Unique Bus stand) Asulia, Savar, Dhaka.","01999934302, 01760993322,01731717709, 01939906602",,arbitexacc@gmail.com,,"Garments Accessories (Reab, Doiesting, Elastric",https://www.bgapmea.org/index.php/member/member_details/1164
Dominant Accessories Industries Ltd.,1227,Active,"Mr. Md. Yousuf Jashim, Managing Director","747, South Baipal, Ashulia, Savar, Dhaka.","747, South Baipal, Ashulia, Savar, Dhaka.",7788922 Cell: 01747162370,7788922,dominant.cpl@gmail.com,,"Carton Box, Back Board, Neck Board, Butterfly.",https://www.bgapmea.org/index.php/member/member_details/184
Mohona Packages (BD) Limited,950,Active,"Showkat Ali, Managing Director","A.M. Tower (Level-4), 25, Sonargaon Jonopoth, Sector # 12 Uttara Model Town, Dhaka","Block # L, Holding-03, United Road, Shardagonj, Kashimpur, Gazipur","8960715, 01708146715, 01819251578",8956542,mohona@tradeyoung.com,www.tradeyoung.com,"Various type of master & inner Carton, Back Board, Neck Board, Hang Tag, Poly Bag, Interlining, Price Tag, Photo inlay, Offset Printing, Sewing Thread",https://www.bgapmea.org/index.php/member/member_details/454
Progressive Multifaction Hightech Accessories Ind.,1940,Active,"Abul Kashem, Director","Venda Chowdhury Para, Haji Fazal Ahamed Estate, 37 No. Ward, Munirnagar, Ananda Bazar, Bandar, Middle Halishahar, Chattogram","Venda Chowdhury Para, Haji Fazal Ahamed Estate, 37 No. Ward, Munirnagar, Ananda Bazar, Bandar, Middle Halishahar, Chattogram",01819618265,,kashempgl@yahoo.com,,"Woven Label, Back Board, Neck Board, Photo Card, Paper Band, Heat Transfer Logo, Sublimation Print Paper, Silicon Rubber Patch",https://www.bgapmea.org/index.php/member/member_details/1580
Multi Style Accessories,1888,Active,"A.B.M. Sardul Karim, Proprietor","Chorpara, Uttar Patenga, Ward No. 40, Patenga, Chattogram","Chorpara, Uttar Patenga, Ward No. 40, Patenga, Chattogram",01711809754,,"multistyle2020@yahoo.com, tlu_042004@yahoo.com",,"Elastic/Non Elastic Band, Twill Tape, Belt, Lace, Drawstring, Draw Cord, Hanger etc.",https://www.bgapmea.org/index.php/member/member_details/1526
Glory Accessories & Packaging Ltd.,590,Active,"F. M. Jakir Hossain, Managing Director","House # 17 (Ground Floor), Road # 8, Block # B, PC Culture Housing Society (Sheker Tak), Mohammadpur, Dhaka","Plot-726/20/09, Road#10, Baitul Aman Housing Society, Adabor, Mohammadpur, Dhaka",8153367,9115642,glorypackaging@gmail.com,,"Sewing Thread, Elastic/Non Elastic Band, Twill Tape, Lace, Back Board, Neck Board, Tissue Paper, Hang Tag, Price Tag, Size tag, Photo in lay etc.",https://www.bgapmea.org/index.php/member/member_details/258
Ahmed House Hold Products (PVT) Ltd.,890,Active,"Md. Saydul Hasan Sarker, Managing Director","Plot# 1/6, Road37, Section# 7, Mirpur industrial Area, Dhaka","Plot# 1/6, Road# 7, Section# 7, Mirpur industrial Area, Dhaka","9004671, 01711520978",8015011,sarker000@yahoo.com,,All types of Label making & printing,https://www.bgapmea.org/index.php/member/member_details/34
JH Bangladesh Ltd.,1152,Active,"Sang Mun Seo, Managing Director","381-383, Block-B, Bashundhara Project, Gazirchant, Ashulia, Savar, Dhaka.","Dag No. C.S/S.A-179, R.S-218, B.S-4805, Subondi, Dhamsona, Ashulia, Savar, Dhaka.",01978397891,7788537,"jhbangla@yahoo.com, juhyungseo@hotmail.com",,"Shirt, Sweater, Jacket, T-Shirt, Polo Shirt etc. Printing.",https://www.bgapmea.org/index.php/member/member_details/343
Rastex International,1213,Active,"Mohammad Ismail Hossain, Proprietor","2488/A, New Pran Horidas Road, Sarai Para, Pahartali, Chattogram.","2488/A, New Pran Horidas Road, Sarai Para, Pahartali, Chattogram.",031-750776,01819315369,ismail@rastexbd.net,,"Elastic, Twill Tape, Drawstring",https://www.bgapmea.org/index.php/member/member_details/620
LAVENDER,1908,Active,"Muhammad Anayet Ullah, Owner","Vill: Unaishar, P.O.: Rajapara, P.S.: Sadar Dakshin, Dist.: Cumilla-3500.","Vill: Unaishar, P.O.: Rajapara, P.S.: Sadar Dakshin, Dist.: Cumilla-3500.",01711 857780,,lavender.headoffice@gmail.com,www.lavender.com.bd,"Screen Printing, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/1541
T. H. Papers & Packaging Industries,1319,Active,"Mr. Md. Tariful Haque , Proprietor","North Sonaichari, Boro Kumira, Sitakunda, Chattogram.","North Sonaichari, Boro Kumira, Sitakunda, Chattogram.",01819366068,,wasifulhaque@yahoo.com,,"Corrugated Caton , Back Board, Neck Board, Collar Bone, Hang Tag, Size",https://www.bgapmea.org/index.php/member/member_details/954
R. M International,2011,Active,"Engr. Md. Mofidul Islam, Proprietor","Khejurtek, Mirzanagor, Ashulia, Savar, Dhaka-1344","Khejurtek, Mirzanagor, Ashulia, Savar, Dhaka-1344",01713046173,,rmpolymer@gmail.com,,"Printed Label, Paper Board, Elastic Tape, Drawcord, Flacord, Poly Bag, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/1642
Yunusco T & A (BD) Ltd. (Unit-2),1779,Active,"Md. Kaisar Ahmed, Director","Plot # 35/A & B, Kalurghat Heavy I/A, Chattogram-4208","Plot # 35/A & B, Kalurghat Heavy I/A, Chattogram","031-09610998016, 031-670434, 672274-6 (Ext. 222), 01730051336",031-670299,kaisar_a@ctg.yunusco.com,,"Fabric, Elastic, Sweing Thread, Ribbon, Care Label, Main Label, Hang Tag, Box & Label, Price Tag, Size Label, Paper Band",https://www.bgapmea.org/index.php/member/member_details/1423
AR Labels & Trims Ltd.,1961,Active,"Md. Abdur Rahim, Managing Director","Plot # 11, Road # 13, Sector-10, Uttara, Dhaka-1230","Tek Kathora, Salana Bazar, Ward No. 20, Gazipur Sadar, Gazipur-1700","01818546115, 01717232316",,anik@artrims.net,,"Woven Label, Printed Label, Screen Print, Offset Printing & Cutting, Sticker, Tissue Paper, Plastic items, PET & PVC Film items, Leather & Rubber Badge, Drawstring, Draw cord, Rope, Poly Bag, Tape & Ribbon, Jacquard, Woven & Knitted Elastic, Gum Tape",https://www.bgapmea.org/index.php/member/member_details/1588
Iron Shield Packaging & Accessories Ltd.,847,Active,"Md. Sahabuddin, Managing Director","Shutivola, 404, Fakirkhali Road, Badda, Dhakaa","Shutivola, 404, Fakirkhali Road, Badda, Dhaka",01723906737,,ironshieldpackaging@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/317
Eshana Nonwoven Fabrics (Ind.) Ltd.,1490,Active,"Maftun Haque , Managing Director","5/A Hossain Shah Road, Daulatpur, Khulna.","Pachuler Ghat (Teligati), City bypass Road, Khulna",01920999888,,maftun_haque@hotmail.com,,"PP Nonwoven Fabrics, Shopping Bag, Travel Bag, Blanket cover and Cushion Cover ec.",https://www.bgapmea.org/index.php/member/member_details/1124
Tex Line International,1035,Active,"Md. Shams Uddin, Proprietor","Khan Mohammad Road, Gazipura, Tongi, Gazipur.","Khan Mohammad Road, Gazipura, Tongi, Gazipur.","Pho: 9291835, Mob: 01819-263035",9293565,shams.classic@gmail.com,,"Poly Bag, Tissue Paper, Duplex Board, Neck Board, Check Board, PVC Collar Insert, Label",https://www.bgapmea.org/index.php/member/member_details/786
Jenk Industries Ltd.,69,Active,"Omar Quader Khan, Managing Director.","Plot # 34, Road # 17, Awal Centre (5th Floor), Kamal Ataturk Avenue, Banani C/A, Dhaka.","Holding # F-12/1, Ward # 9, Kaliakoir Pouroshova, Shofipur, Gazipur","9822314, 9822019 Cell:01819228847",9821350,"dinesh@deshgroup.com, bimal_jenk@deshgroup.com, info@deshgroup.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/340
M Poly Accessories,2092,Active,"F M Touhidur Rahman, Managing Partner","Chanpur, Modonpur, Bandor, Narayanganj","Chanpur, Modonpur, Bandor, Narayanganj",01719294980,,mpolyacc2023@gmail.com,,"Printing Ink/Thinner/reducer, Plain & Blister Poly bag, Duplex Board/Paper Board/Swedish Board/Photo Card, Printed Gum Tape, BOPP Film Roll/Jamboo Roll/Maskin Tape/Paper Tape/Rexin Tape, Adhesive Tape/Foil Tape, Hanger",https://www.bgapmea.org/index.php/member/member_details/1718
Ayesha Accessories Industries,1868,Active,"Md. Sakib Rahman, Managing Partner","47/B, Nasirabad I/Area, Baizid Bostami Road, Textile Gate, Chattogram","47/B, Nasirabad I/Area, Baizid Bostami Road, Textile Gate, Chattogram",01677520520,,ayeshaaccessories2021@gmail.com,,"Printed Poly Bag, All Kinds of Hang Tag, Photo ard, Photo Inlay, Back Board, Neck Board, Tissue Paper",https://www.bgapmea.org/index.php/member/member_details/1501
Tat Fai Zipper Company Limited,1521,Active,"Ming Chung Shue , Managing Director","120/5, Kathaldia, Borodewra, Tongi, Gazipur","Holding #120/5, Kathaldia, Borodewra, Tongi, Gazipur","880-2-8081183-84,",,ideoel@tat-zipper.com,,Zipper,https://www.bgapmea.org/index.php/member/member_details/1155
Rahmanya Printing & Packaging,1051,Active,"Md. Rahim Uddin Mullah, Proprietor","Hajigang, Fatullah, Narayanganj","Hajigang, Fatullah, Narayanganj","7641046, 01915598252, 01713038189",,rahmanya.packaging@gmail.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, Poly Bag.",https://www.bgapmea.org/index.php/member/member_details/611
Redwan Packaging Industries Ltd.,362,Active,"A.S.M. Zulfiquar Haider, Managing Director","231, Begum Rokeya Saroni, Central Plaza (4th Floor), Mirpur-10, Dhaka","33, Khagan, Birulia, Savar, Dhaka","9010288, 01720528080",8023560,redwangroup@yahoo.com,,"Corrugated Carton, Back Board, Neck Board, Tissue Paper, , Hang Tag, Bar Code, Photo Card, Size tag, Price Tag, Sewing thread.",https://www.bgapmea.org/index.php/member/member_details/628
Tory Plastic & Packaging Ltd.,720,Active,"Md. Ali Sayam, Managing Director","439, Mouza:Dhour, Horirampur, Thana-Turag, Dhaka","Bara Rangamatia, Ashulia, Savar, Dhaka","8814564, 0171193210, 01711534827",9895632,"tory@agni.com, torypackaging@gmail.com",,"Corrugated Carton, Back Board, Neck Board, Tissue Paper.",https://www.bgapmea.org/index.php/member/member_details/801
Bushara Enterprise,1595,Active,"Mr. Md. Rezaul Karim , Proprietor","23/3 Uttar Rajason, Savar, Dhaka","23/3 Uttar Rajason, Savar, Dhaka",88 02 7742399,880 2 7741386,bushraenterprise@gmail.com,,"Poly, Elastic, Back Board, Neck Board etc.",https://www.bgapmea.org/index.php/member/member_details/1225
